en,ks,domain
"Dialogue 565: Did Ali finish selling in Gulmarg?","مکالمہ 565: کیٛاہ Aliن کوٚرا Gulmarg منٛز پلو کینان مکمل؟","conversation"
"Statement 566: Zara is visiting Pahalgam to get a shoes.","بیان 566: Zara چھُ Pahalgam گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 566: Did Zara finish searching in Pahalgam?","مکالمہ 566: کیٛاہ Zaraن کوٚرا Pahalgam منٛز جوتی لبان مکمل؟","conversation"
"Statement 567: Sana is visiting Sonamarg to get a house.","بیان 567: Sana چھُ Sonamarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 567: Did Sana finish bringing in Sonamarg?","مکالمہ 567: کیٛاہ Sanaن کوٚرا Sonamarg منٛز گھر انان مکمل؟","conversation"
"Statement 568: Bilal is visiting Anantnag to get a car.","بیان 568: Bilal چھُ Anantnag گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 568: Did Bilal finish making in Anantnag?","مکالمہ 568: کیٛاہ Bilalن کوٚرا Anantnag منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 569: Tariq is visiting Baramulla to get a key.","بیان 569: Tariq چھُ Baramulla گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 569: Did Tariq finish learning in Baramulla?","مکالمہ 569: کیٛاہ Tariqن کوٚرا Baramulla منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 570: Fatima is visiting Kupwara to get a book.","بیان 570: Fatima چھُ Kupwara گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 570: Did Fatima finish reading in Kupwara?","مکالمہ 570: کیٛاہ Fatimaن کوٚرا Kupwara منٛز کتاب پران مکمل؟","conversation"
"Statement 571: Ayesha is visiting Budgam to get a pen.","بیان 571: Ayesha چھُ Budgam گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 571: Did Ayesha finish writing in Budgam?","مکالمہ 571: کیٛاہ Ayeshaن کوٚرا Budgam منٛز قلم لیکھان مکمل؟","conversation"
"Statement 572: Omar is visiting Pulwama to get a phone.","بیان 572: Omar چھُ Pulwama گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 572: Did Omar finish eating in Pulwama?","مکالمہ 572: کیٛاہ Omarن کوٚرا Pulwama منٛز فون کھوان مکمل؟","conversation"
"Statement 573: Zainab is visiting Ganderbal to get a computer.","بیان 573: Zainab چھُ Ganderbal گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 573: Did Zainab finish drinking in Ganderbal?","مکالمہ 573: کیٛاہ Zainabن کوٚرا Ganderbal منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 574: Sahil is visiting Jammu to get a bag.","بیان 574: Sahil چھُ Jammu گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 574: Did Sahil finish buying in Jammu?","مکالمہ 574: کیٛاہ Sahilن کوٚرا Jammu منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 575: Adil is visiting Delhi to get a clothes.","بیان 575: Adil چھُ Delhi گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 575: Did Adil finish selling in Delhi?","مکالمہ 575: کیٛاہ Adilن کوٚرا Delhi منٛز پلو کینان مکمل؟","conversation"
"Statement 576: Ahmad is visiting Srinagar to get a shoes.","بیان 576: Ahmad چھُ Srinagar گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 576: Did Ahmad finish searching in Srinagar?","مکالمہ 576: کیٛاہ Ahmadن کوٚرا Srinagar منٛز جوتی لبان مکمل؟","conversation"
"Statement 577: Ali is visiting Gulmarg to get a house.","بیان 577: Ali چھُ Gulmarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 577: Did Ali finish bringing in Gulmarg?","مکالمہ 577: کیٛاہ Aliن کوٚرا Gulmarg منٛز گھر انان مکمل؟","conversation"
"Statement 578: Zara is visiting Pahalgam to get a car.","بیان 578: Zara چھُ Pahalgam گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 578: Did Zara finish making in Pahalgam?","مکالمہ 578: کیٛاہ Zaraن کوٚرا Pahalgam منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 579: Sana is visiting Sonamarg to get a key.","بیان 579: Sana چھُ Sonamarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 579: Did Sana finish learning in Sonamarg?","مکالمہ 579: کیٛاہ Sanaن کوٚرا Sonamarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 580: Bilal is visiting Anantnag to get a book.","بیان 580: Bilal چھُ Anantnag گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 580: Did Bilal finish reading in Anantnag?","مکالمہ 580: کیٛاہ Bilalن کوٚرا Anantnag منٛز کتاب پران مکمل؟","conversation"
"Statement 581: Tariq is visiting Baramulla to get a pen.","بیان 581: Tariq چھُ Baramulla گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 581: Did Tariq finish writing in Baramulla?","مکالمہ 581: کیٛاہ Tariqن کوٚرا Baramulla منٛز قلم لیکھان مکمل؟","conversation"
"Statement 582: Fatima is visiting Kupwara to get a phone.","بیان 582: Fatima چھُ Kupwara گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 582: Did Fatima finish eating in Kupwara?","مکالمہ 582: کیٛاہ Fatimaن کوٚرا Kupwara منٛز فون کھوان مکمل؟","conversation"
"Statement 583: Ayesha is visiting Budgam to get a computer.","بیان 583: Ayesha چھُ Budgam گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 583: Did Ayesha finish drinking in Budgam?","مکالمہ 583: کیٛاہ Ayeshaن کوٚرا Budgam منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 584: Omar is visiting Pulwama to get a bag.","بیان 584: Omar چھُ Pulwama گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 584: Did Omar finish buying in Pulwama?","مکالمہ 584: کیٛاہ Omarن کوٚرا Pulwama منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 585: Zainab is visiting Ganderbal to get a clothes.","بیان 585: Zainab چھُ Ganderbal گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 585: Did Zainab finish selling in Ganderbal?","مکالمہ 585: کیٛاہ Zainabن کوٚرا Ganderbal منٛز پلو کینان مکمل؟","conversation"
"Statement 586: Sahil is visiting Jammu to get a shoes.","بیان 586: Sahil چھُ Jammu گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 586: Did Sahil finish searching in Jammu?","مکالمہ 586: کیٛاہ Sahilن کوٚرا Jammu منٛز جوتی لبان مکمل؟","conversation"
"Statement 587: Adil is visiting Delhi to get a house.","بیان 587: Adil چھُ Delhi گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 587: Did Adil finish bringing in Delhi?","مکالمہ 587: کیٛاہ Adilن کوٚرا Delhi منٛز گھر انان مکمل؟","conversation"
"Statement 588: Ahmad is visiting Srinagar to get a car.","بیان 588: Ahmad چھُ Srinagar گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 588: Did Ahmad finish making in Srinagar?","مکالمہ 588: کیٛاہ Ahmadن کوٚرا Srinagar منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 589: Ali is visiting Gulmarg to get a key.","بیان 589: Ali چھُ Gulmarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 589: Did Ali finish learning in Gulmarg?","مکالمہ 589: کیٛاہ Aliن کوٚرا Gulmarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 590: Zara is visiting Pahalgam to get a book.","بیان 590: Zara چھُ Pahalgam گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 590: Did Zara finish reading in Pahalgam?","مکالمہ 590: کیٛاہ Zaraن کوٚرا Pahalgam منٛز کتاب پران مکمل؟","conversation"
"Statement 591: Sana is visiting Sonamarg to get a pen.","بیان 591: Sana چھُ Sonamarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 591: Did Sana finish writing in Sonamarg?","مکالمہ 591: کیٛاہ Sanaن کوٚرا Sonamarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 592: Bilal is visiting Anantnag to get a phone.","بیان 592: Bilal چھُ Anantnag گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 592: Did Bilal finish eating in Anantnag?","مکالمہ 592: کیٛاہ Bilalن کوٚرا Anantnag منٛز فون کھوان مکمل؟","conversation"
"Statement 593: Tariq is visiting Baramulla to get a computer.","بیان 593: Tariq چھُ Baramulla گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 593: Did Tariq finish drinking in Baramulla?","مکالمہ 593: کیٛاہ Tariqن کوٚرا Baramulla منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 594: Fatima is visiting Kupwara to get a bag.","بیان 594: Fatima چھُ Kupwara گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 594: Did Fatima finish buying in Kupwara?","مکالمہ 594: کیٛاہ Fatimaن کوٚرا Kupwara منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 595: Ayesha is visiting Budgam to get a clothes.","بیان 595: Ayesha چھُ Budgam گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 595: Did Ayesha finish selling in Budgam?","مکالمہ 595: کیٛاہ Ayeshaن کوٚرا Budgam منٛز پلو کینان مکمل؟","conversation"
"Statement 596: Omar is visiting Pulwama to get a shoes.","بیان 596: Omar چھُ Pulwama گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 596: Did Omar finish searching in Pulwama?","مکالمہ 596: کیٛاہ Omarن کوٚرا Pulwama منٛز جوتی لبان مکمل؟","conversation"
"Statement 597: Zainab is visiting Ganderbal to get a house.","بیان 597: Zainab چھُ Ganderbal گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 597: Did Zainab finish bringing in Ganderbal?","مکالمہ 597: کیٛاہ Zainabن کوٚرا Ganderbal منٛز گھر انان مکمل؟","conversation"
"Statement 598: Sahil is visiting Jammu to get a car.","بیان 598: Sahil چھُ Jammu گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 598: Did Sahil finish making in Jammu?","مکالمہ 598: کیٛاہ Sahilن کوٚرا Jammu منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 599: Adil is visiting Delhi to get a key.","بیان 599: Adil چھُ Delhi گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 599: Did Adil finish learning in Delhi?","مکالمہ 599: کیٛاہ Adilن کوٚرا Delhi منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 600: Ahmad is visiting Srinagar to get a book.","بیان 600: Ahmad چھُ Srinagar گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 600: Did Ahmad finish reading in Srinagar?","مکالمہ 600: کیٛاہ Ahmadن کوٚرا Srinagar منٛز کتاب پران مکمل؟","conversation"
"Statement 601: Ali is visiting Gulmarg to get a pen.","بیان 601: Ali چھُ Gulmarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 601: Did Ali finish writing in Gulmarg?","مکالمہ 601: کیٛاہ Aliن کوٚرا Gulmarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 602: Zara is visiting Pahalgam to get a phone.","بیان 602: Zara چھُ Pahalgam گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 602: Did Zara finish eating in Pahalgam?","مکالمہ 602: کیٛاہ Zaraن کوٚرا Pahalgam منٛز فون کھوان مکمل؟","conversation"
"Statement 603: Sana is visiting Sonamarg to get a computer.","بیان 603: Sana چھُ Sonamarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 603: Did Sana finish drinking in Sonamarg?","مکالمہ 603: کیٛاہ Sanaن کوٚرا Sonamarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 604: Bilal is visiting Anantnag to get a bag.","بیان 604: Bilal چھُ Anantnag گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 604: Did Bilal finish buying in Anantnag?","مکالمہ 604: کیٛاہ Bilalن کوٚرا Anantnag منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 605: Tariq is visiting Baramulla to get a clothes.","بیان 605: Tariq چھُ Baramulla گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 605: Did Tariq finish selling in Baramulla?","مکالمہ 605: کیٛاہ Tariqن کوٚرا Baramulla منٛز پلو کینان مکمل؟","conversation"
"Statement 606: Fatima is visiting Kupwara to get a shoes.","بیان 606: Fatima چھُ Kupwara گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 606: Did Fatima finish searching in Kupwara?","مکالمہ 606: کیٛاہ Fatimaن کوٚرا Kupwara منٛز جوتی لبان مکمل؟","conversation"
"Statement 607: Ayesha is visiting Budgam to get a house.","بیان 607: Ayesha چھُ Budgam گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 607: Did Ayesha finish bringing in Budgam?","مکالمہ 607: کیٛاہ Ayeshaن کوٚرا Budgam منٛز گھر انان مکمل؟","conversation"
"Statement 608: Omar is visiting Pulwama to get a car.","بیان 608: Omar چھُ Pulwama گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 608: Did Omar finish making in Pulwama?","مکالمہ 608: کیٛاہ Omarن کوٚرا Pulwama منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 609: Zainab is visiting Ganderbal to get a key.","بیان 609: Zainab چھُ Ganderbal گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 609: Did Zainab finish learning in Ganderbal?","مکالمہ 609: کیٛاہ Zainabن کوٚرا Ganderbal منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 610: Sahil is visiting Jammu to get a book.","بیان 610: Sahil چھُ Jammu گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 610: Did Sahil finish reading in Jammu?","مکالمہ 610: کیٛاہ Sahilن کوٚرا Jammu منٛز کتاب پران مکمل؟","conversation"
"Statement 611: Adil is visiting Delhi to get a pen.","بیان 611: Adil چھُ Delhi گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 611: Did Adil finish writing in Delhi?","مکالمہ 611: کیٛاہ Adilن کوٚرا Delhi منٛز قلم لیکھان مکمل؟","conversation"
"Statement 612: Ahmad is visiting Srinagar to get a phone.","بیان 612: Ahmad چھُ Srinagar گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 612: Did Ahmad finish eating in Srinagar?","مکالمہ 612: کیٛاہ Ahmadن کوٚرا Srinagar منٛز فون کھوان مکمل؟","conversation"
"Statement 613: Ali is visiting Gulmarg to get a computer.","بیان 613: Ali چھُ Gulmarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 613: Did Ali finish drinking in Gulmarg?","مکالمہ 613: کیٛاہ Aliن کوٚرا Gulmarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 614: Zara is visiting Pahalgam to get a bag.","بیان 614: Zara چھُ Pahalgam گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 614: Did Zara finish buying in Pahalgam?","مکالمہ 614: کیٛاہ Zaraن کوٚرا Pahalgam منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 615: Sana is visiting Sonamarg to get a clothes.","بیان 615: Sana چھُ Sonamarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 615: Did Sana finish selling in Sonamarg?","مکالمہ 615: کیٛاہ Sanaن کوٚرا Sonamarg منٛز پلو کینان مکمل؟","conversation"
"Statement 616: Bilal is visiting Anantnag to get a shoes.","بیان 616: Bilal چھُ Anantnag گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 616: Did Bilal finish searching in Anantnag?","مکالمہ 616: کیٛاہ Bilalن کوٚرا Anantnag منٛز جوتی لبان مکمل؟","conversation"
"Statement 617: Tariq is visiting Baramulla to get a house.","بیان 617: Tariq چھُ Baramulla گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 617: Did Tariq finish bringing in Baramulla?","مکالمہ 617: کیٛاہ Tariqن کوٚرا Baramulla منٛز گھر انان مکمل؟","conversation"
"Statement 618: Fatima is visiting Kupwara to get a car.","بیان 618: Fatima چھُ Kupwara گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 618: Did Fatima finish making in Kupwara?","مکالمہ 618: کیٛاہ Fatimaن کوٚرا Kupwara منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 619: Ayesha is visiting Budgam to get a key.","بیان 619: Ayesha چھُ Budgam گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 619: Did Ayesha finish learning in Budgam?","مکالمہ 619: کیٛاہ Ayeshaن کوٚرا Budgam منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 620: Omar is visiting Pulwama to get a book.","بیان 620: Omar چھُ Pulwama گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 620: Did Omar finish reading in Pulwama?","مکالمہ 620: کیٛاہ Omarن کوٚرا Pulwama منٛز کتاب پران مکمل؟","conversation"
"Statement 621: Zainab is visiting Ganderbal to get a pen.","بیان 621: Zainab چھُ Ganderbal گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 621: Did Zainab finish writing in Ganderbal?","مکالمہ 621: کیٛاہ Zainabن کوٚرا Ganderbal منٛز قلم لیکھان مکمل؟","conversation"
"Statement 622: Sahil is visiting Jammu to get a phone.","بیان 622: Sahil چھُ Jammu گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 622: Did Sahil finish eating in Jammu?","مکالمہ 622: کیٛاہ Sahilن کوٚرا Jammu منٛز فون کھوان مکمل؟","conversation"
"Statement 623: Adil is visiting Delhi to get a computer.","بیان 623: Adil چھُ Delhi گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 623: Did Adil finish drinking in Delhi?","مکالمہ 623: کیٛاہ Adilن کوٚرا Delhi منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 624: Ahmad is visiting Srinagar to get a bag.","بیان 624: Ahmad چھُ Srinagar گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 624: Did Ahmad finish buying in Srinagar?","مکالمہ 624: کیٛاہ Ahmadن کوٚرا Srinagar منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 625: Ali is visiting Gulmarg to get a clothes.","بیان 625: Ali چھُ Gulmarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 625: Did Ali finish selling in Gulmarg?","مکالمہ 625: کیٛاہ Aliن کوٚرا Gulmarg منٛز پلو کینان مکمل؟","conversation"
"Statement 626: Zara is visiting Pahalgam to get a shoes.","بیان 626: Zara چھُ Pahalgam گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 626: Did Zara finish searching in Pahalgam?","مکالمہ 626: کیٛاہ Zaraن کوٚرا Pahalgam منٛز جوتی لبان مکمل؟","conversation"
"Statement 627: Sana is visiting Sonamarg to get a house.","بیان 627: Sana چھُ Sonamarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 627: Did Sana finish bringing in Sonamarg?","مکالمہ 627: کیٛاہ Sanaن کوٚرا Sonamarg منٛز گھر انان مکمل؟","conversation"
"Statement 628: Bilal is visiting Anantnag to get a car.","بیان 628: Bilal چھُ Anantnag گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 628: Did Bilal finish making in Anantnag?","مکالمہ 628: کیٛاہ Bilalن کوٚرا Anantnag منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 629: Tariq is visiting Baramulla to get a key.","بیان 629: Tariq چھُ Baramulla گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 629: Did Tariq finish learning in Baramulla?","مکالمہ 629: کیٛاہ Tariqن کوٚرا Baramulla منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 630: Fatima is visiting Kupwara to get a book.","بیان 630: Fatima چھُ Kupwara گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 630: Did Fatima finish reading in Kupwara?","مکالمہ 630: کیٛاہ Fatimaن کوٚرا Kupwara منٛز کتاب پران مکمل؟","conversation"
"Statement 631: Ayesha is visiting Budgam to get a pen.","بیان 631: Ayesha چھُ Budgam گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 631: Did Ayesha finish writing in Budgam?","مکالمہ 631: کیٛاہ Ayeshaن کوٚرا Budgam منٛز قلم لیکھان مکمل؟","conversation"
"Statement 632: Omar is visiting Pulwama to get a phone.","بیان 632: Omar چھُ Pulwama گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 632: Did Omar finish eating in Pulwama?","مکالمہ 632: کیٛاہ Omarن کوٚرا Pulwama منٛز فون کھوان مکمل؟","conversation"
"Statement 633: Zainab is visiting Ganderbal to get a computer.","بیان 633: Zainab چھُ Ganderbal گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 633: Did Zainab finish drinking in Ganderbal?","مکالمہ 633: کیٛاہ Zainabن کوٚرا Ganderbal منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 634: Sahil is visiting Jammu to get a bag.","بیان 634: Sahil چھُ Jammu گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 634: Did Sahil finish buying in Jammu?","مکالمہ 634: کیٛاہ Sahilن کوٚرا Jammu منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 635: Adil is visiting Delhi to get a clothes.","بیان 635: Adil چھُ Delhi گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 635: Did Adil finish selling in Delhi?","مکالمہ 635: کیٛاہ Adilن کوٚرا Delhi منٛز پلو کینان مکمل؟","conversation"
"Statement 636: Ahmad is visiting Srinagar to get a shoes.","بیان 636: Ahmad چھُ Srinagar گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 636: Did Ahmad finish searching in Srinagar?","مکالمہ 636: کیٛاہ Ahmadن کوٚرا Srinagar منٛز جوتی لبان مکمل؟","conversation"
"Statement 637: Ali is visiting Gulmarg to get a house.","بیان 637: Ali چھُ Gulmarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 637: Did Ali finish bringing in Gulmarg?","مکالمہ 637: کیٛاہ Aliن کوٚرا Gulmarg منٛز گھر انان مکمل؟","conversation"
"Statement 638: Zara is visiting Pahalgam to get a car.","بیان 638: Zara چھُ Pahalgam گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 638: Did Zara finish making in Pahalgam?","مکالمہ 638: کیٛاہ Zaraن کوٚرا Pahalgam منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 639: Sana is visiting Sonamarg to get a key.","بیان 639: Sana چھُ Sonamarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 639: Did Sana finish learning in Sonamarg?","مکالمہ 639: کیٛاہ Sanaن کوٚرا Sonamarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 640: Bilal is visiting Anantnag to get a book.","بیان 640: Bilal چھُ Anantnag گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 640: Did Bilal finish reading in Anantnag?","مکالمہ 640: کیٛاہ Bilalن کوٚرا Anantnag منٛز کتاب پران مکمل؟","conversation"
"Statement 641: Tariq is visiting Baramulla to get a pen.","بیان 641: Tariq چھُ Baramulla گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 641: Did Tariq finish writing in Baramulla?","مکالمہ 641: کیٛاہ Tariqن کوٚرا Baramulla منٛز قلم لیکھان مکمل؟","conversation"
"Statement 642: Fatima is visiting Kupwara to get a phone.","بیان 642: Fatima چھُ Kupwara گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 642: Did Fatima finish eating in Kupwara?","مکالمہ 642: کیٛاہ Fatimaن کوٚرا Kupwara منٛز فون کھوان مکمل؟","conversation"
"Statement 643: Ayesha is visiting Budgam to get a computer.","بیان 643: Ayesha چھُ Budgam گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 643: Did Ayesha finish drinking in Budgam?","مکالمہ 643: کیٛاہ Ayeshaن کوٚرا Budgam منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 644: Omar is visiting Pulwama to get a bag.","بیان 644: Omar چھُ Pulwama گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 644: Did Omar finish buying in Pulwama?","مکالمہ 644: کیٛاہ Omarن کوٚرا Pulwama منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 645: Zainab is visiting Ganderbal to get a clothes.","بیان 645: Zainab چھُ Ganderbal گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 645: Did Zainab finish selling in Ganderbal?","مکالمہ 645: کیٛاہ Zainabن کوٚرا Ganderbal منٛز پلو کینان مکمل؟","conversation"
"Statement 646: Sahil is visiting Jammu to get a shoes.","بیان 646: Sahil چھُ Jammu گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 646: Did Sahil finish searching in Jammu?","مکالمہ 646: کیٛاہ Sahilن کوٚرا Jammu منٛز جوتی لبان مکمل؟","conversation"
"Statement 647: Adil is visiting Delhi to get a house.","بیان 647: Adil چھُ Delhi گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 647: Did Adil finish bringing in Delhi?","مکالمہ 647: کیٛاہ Adilن کوٚرا Delhi منٛز گھر انان مکمل؟","conversation"
"Statement 648: Ahmad is visiting Srinagar to get a car.","بیان 648: Ahmad چھُ Srinagar گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 648: Did Ahmad finish making in Srinagar?","مکالمہ 648: کیٛاہ Ahmadن کوٚرا Srinagar منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 649: Ali is visiting Gulmarg to get a key.","بیان 649: Ali چھُ Gulmarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 649: Did Ali finish learning in Gulmarg?","مکالمہ 649: کیٛاہ Aliن کوٚرا Gulmarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 650: Zara is visiting Pahalgam to get a book.","بیان 650: Zara چھُ Pahalgam گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 650: Did Zara finish reading in Pahalgam?","مکالمہ 650: کیٛاہ Zaraن کوٚرا Pahalgam منٛز کتاب پران مکمل؟","conversation"
"Statement 651: Sana is visiting Sonamarg to get a pen.","بیان 651: Sana چھُ Sonamarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 651: Did Sana finish writing in Sonamarg?","مکالمہ 651: کیٛاہ Sanaن کوٚرا Sonamarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 652: Bilal is visiting Anantnag to get a phone.","بیان 652: Bilal چھُ Anantnag گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 652: Did Bilal finish eating in Anantnag?","مکالمہ 652: کیٛاہ Bilalن کوٚرا Anantnag منٛز فون کھوان مکمل؟","conversation"
"Statement 653: Tariq is visiting Baramulla to get a computer.","بیان 653: Tariq چھُ Baramulla گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 653: Did Tariq finish drinking in Baramulla?","مکالمہ 653: کیٛاہ Tariqن کوٚرا Baramulla منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 654: Fatima is visiting Kupwara to get a bag.","بیان 654: Fatima چھُ Kupwara گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 654: Did Fatima finish buying in Kupwara?","مکالمہ 654: کیٛاہ Fatimaن کوٚرا Kupwara منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 655: Ayesha is visiting Budgam to get a clothes.","بیان 655: Ayesha چھُ Budgam گژھان اکھ پلو نینَہ باپت۔","general"
