en,ks,domain
"You should definitely visit the Jama Masjid, which is one of the spiritually important Aurangabad monuments and is known popularly for its extraordinary architecture.","ژےٚ پزی ضرور جامع مسجد گژھُن، یۄسہٕ روحٲنیتہٕ لحاظہٕ اورنٛگ آباد کٮ۪و سارِوٕیہ کھۄتہٕ اہم یادگارو منٛزٕ اکھ چھےٚ، تہٕ پنٛنہِ غٲر موموُلی فنہِ تعمیٖرٕ خٲطرٕ مشہوٗر چھےٚ۔","conversation"
"This Islamic shrine features a total of 50 polygonal pillars, towering minarets, and awe-inspiring arches.","یہِ ا،سلٲمی استان چھُ پنٛژاہن پانٛژٕ کوٗنل ستوٗنن ، تھدٮ۪ن میٖنارن تہٕ مُتٲثر کُن محرابن ہُنٛد مظٲہرٕ کران۔","conversation"
"Did you see Aurangabad caves too, which are slightly different from Ajanta and Ellora?","ژےٚ وٕچھتھٕہٕ اورنٛگ آباد گۄپھٕہٕ تہِ، یمہٕ اجنتا تہٕ اٮ۪لورا نِشہِ الگٕے پہم چھےٚ؟","conversation"
"Yes, Excavated back in the 9th century CE, a conglomeration of five ancient Jain caves lie at the popular Ellora Caves and make for one of the most interesting Aurangabad monuments.","آ، نٔوِمہِ صٔدی منٛز کھنٛنہٕ آمٗت ، اکھ پانٛژن جین منٛدرن ہُنٛد مجموٗعہٕ چھُ اٮ۪لورا گۄپھن منٛز واقع تہٕ یم چھےٚ اورنگ آبادُک اکھ دلچسپ یادگار۔","conversation"
"Flaunting impressive carvings and paintings, these caves celebrate the beliefs and preachings of Jainism.","مُتٲثر کُن نقشہٕ نِگٲری تہٕ تصاویٖر یمہٕ گۄپھٕہ چھےٚ جینن ہندِ عٔقیٖدٕ تہٕ تٲلیم ہاوان ۔","conversation"
"I think you didn't miss Bibi ka Maqbara, which looks like a replica of the Taj Mahal.","مےٚ چھُ باسان ژےٚ آسٮ۪تھ نہٕ بی بی کا مقبرہ وٗچھنٕیہ ترٛوومُت، یُس تاج محلُک نقٕل ہیُو چھُ باسان۔","conversation"
"I couldn't miss it for the world.","بہٕ ہٮ۪کہٕ ہا نہٕ سہُ زمانس منٛز ترٲوِتھ ۔","conversation"
"Bibi-ka-Maqbara was built by the last Mughal ruler Aurangzeb in the loving memory of his beloved wife Dilras Banu Begum.","بی بی کا مقبرہ اوس ٲخری مۄغل پادشاہ اورنٛگ زیبن پنٛنہِ ٹاچھِ زنانہِ دِلرس بانو بیگمہِ ہندِس یادِس منٛز بنوومُت۔","conversation"
"It is considered to be the epitome of love and one of the prime historical places in Aurangabad.","یہِ چھُ محبتُک مظہر تہٕ اورنٛگ آباد کٮ۪و خاص تٲریٖخی مقامو منٛزٕ اکھ مانٛنہٕ یوان۔","conversation"
"Made of pure white marble and adorned with intricate carvings, this structure is also one of the largest Aurangabad monuments.","اصلی سنٛگہِ مر مر سۭتہِ بنٲوِتھ تہٕ زٲوِجہِ نقشہٕ نگٲری سۭتہِ سجٲوتھ ، چھُ یہِ ڈانٛچہٕ اورنٛگ آباد کٮ۪و بڑٮ۪و یادگارو٘ منٛزٕ اکھ ۔","conversation"
"Wow! you made me jealous.","آہا! ژےٚ كورٗتھ مے٘ رشك ۔","conversation"
"Next time I'll join you no matter what.","بیٚیہِ پھِرِ یِمے بہٕ كٗنہِ تہِ صوُرتس منز ژےٚ سۭتہِ ۔","conversation"
"Hey, Sufi.","ہو، سوفی۔","conversation"
"Are you busy right now?","کیٛا ژےٚ چھُیا وُکینَس آوٕریر؟","conversation"
"Hey Kirat.","ہے کِرت۔","conversation"
"Not really.","نہ کِہِنۍ نہٕ۔","conversation"
"Tell me.","وَن مےٚ","conversation"
"I was helping my dadu arrange some of his paperwork.","بہٕ أسٕس پننِس دادُوَس کینٛہہ کاغذ شیرتھ تھاونس مَنز مدد کران۔","conversation"
"And I found a scheme he has invested in but doesn't remember the particulars of.","تہٕ مےٚ لٔب اکھ سکیم یتھ مَنٛز تٔمۍ پونسہِ چھِ لٲگمٕتۍ مگر تمیُک تفصیل چھُس نہٕ یاد۔","conversation"
"Can you please help me with it?","کیٛا ژٕ ہیٚککھا مےٚ اتھ مَنٛز مدد کٔرِتھ؟","conversation"
"You have worked with an NGO which helped senior citizens with such things.","ژےٚ چھتھ أکِس NGO وَس مَنٛز کٲم کٔرمٕژ یُس بُزرگن یِتھین کامین مَنٛز مدد چھِ کران۔","conversation"
"Yeah, yeah.","آ۔ آ۔","conversation"
"Tell me what do you see?","مےٚ وَن ژےٚ کیٛا وُچھُتھ؟","conversation"
"So the paper reads: PM Vyaya Vandana Yojana.","کاغذس چھُ لیکِتھ: پی ایم ویایا وندنا یوجنا۔","conversation"
"What is it about?","یہِ کتھ متعلق چھُ؟","conversation"
"What are the benefits?","اتھ کیٛا فٲیدٕ چھِ؟","conversation"
"How does this work?","یہِ کِتھ کٔنۍ چھِ کٲم کران؟","conversation"
"Oh, he has invested in that?","اوہ، تٔمۍ چھا اتھ منز پونٛسہٕ لٲگۍمٕتۍ؟","conversation"
"It's a good welfare scheme by the governmnet.","یہِ چھِ حکومت طرفہٕ اکھ رٕژ ولفیر سکیم۔","conversation"
"This scheme comes under the Finance Ministry.","یہِ سکیم چھِ وزارت خزانہ ہَس تحت ۔","conversation"
"It is created to protect the senior citizens from a financial impact of the market.","یہِ چھِ بزرگ شہرین بازار کہِ مٲلی اثرات نِش بچاونہٕ باپت بناونہٕ آمٕژ۔","conversation"
"I don't get it?","مےٚ توٚگ نہ بوزُن ؟","conversation"
"How does it protect them from a dynamic market investment?","یہِ کِتھ کٔنۍ بچایہِ تِمَن بازار کہِ بدلن وولِ پونٛسہٕ لاگنہٕ نِش؟","conversation"
"Let me explain.","بہٕ تارَے فکرِِ۔","conversation"
"So, if there is a future fall in the interest income from investment then this scheme provides an alternative from such unpredictable investments.","تہٕ، اگر لٲگمٕتۍ پونٛسن ہِندِ سود چہِ کمایہِ مَنٛز برونٛہہ کُن کمی ییہِ تیٚلہِ چھِ یہِ سکیم یژھِ غیر متوقع پونٛسہٕ لاگنُک مُتبادلہٕ فراہم کران۔","conversation"
"Under this scheme, senior citizens get an assured return of 8 percent on their investment.","اتھ سکیمِ تحت چھُ بٕزرگ شہرِین تہنٛدِس پونٛسہٕ لاگنَس پیٹھ یقینن 8 فی صد فٲیدٕ مِلان۔","conversation"
"And if there is a differential return then that's borne by the government.","اگر اتھ فٲیدَس مَنٛز کمی پیشی ییہِ تہٕ سُہ چھِ تیلہِ حکوٗمت پوٗرٕ کران۔","conversation"
"What's a differential return?","کمی پیشی ہُند مطلب کیاہ چھُ؟","conversation"
"This scheme is in collaboration with LIC.","یہِ سکیٖم چھِ LIC یَس سۭتۍ اشتراک کٔرتھ۔","conversation"
"So, LIC will give an assured 8 percent on your investment.","تہٕ، LIC دِیہِ تہنٛدِس پونٛسہٕ لاگنَس پیٹھ یقینن 8 فی صد۔","conversation"
"If there is a difference, as in if there are any losses, then the government will bear it.","اگر کانٛہہ فرق چھِ، یتھ کٔنۍ زَن اگر کینٛہہ نقصان گژھہِ تہٕ سُہ کرِ حکومَت برداشت۔","conversation"
"Your investment will still be 8 percent.","تہنٛد پونٛسہٕ لاگُن روزِ توتہِ 8 فی صد۔","conversation"
"Oh, alright.","اچھا، ٹھیٖک۔","conversation"
"I get it now.","مےٚ آو وۄنۍ یہِ سمج۔","conversation"
"And what about the payouts?","تہٕ ادایگی متعلق کیاہ؟","conversation"
"The payouts are monthly for 10 years.","ادایگی چھےٚ دہَن ؤرۍ یَن خٲطرٕ ماہوار ۔","conversation"
"How much has dadu invested?","دادُوَن کٲتیاہ پونٛسہِ چھِ لٲگمٕتۍ؟","conversation"
"It shows initially 7.5 lakhs and later 15.","یہِ چھُ ہاوان گۄڈنیتھ 7.5 لچھ تہٕ پتہٕ 15۔","conversation"
"Yeah, so it was open for subscription only for one year and the capping of investment was later increased per family.","آ، تمہِ موٗجوٗب اوس یہِ صرف اکہ وری باپت سبسکرپشن ییٚلہ زن پتہٕ پریتھ خاندان باپت پونٛسہ لاگنک حد آو ہُراونہٕ۔","conversation"
"This really helps.","یہِ چھُ پزی مدد کران۔","conversation"
"He has no recollection of doing it.","تٔمِس چھُنہٕ یہِ کرُن یاد۔","conversation"
"I will go to their office and find out more.","بہٕ گژھہٕ تہنٛد دفتر تہٕ کرٕ مزید زانکٲری حٲصل۔","conversation"
"Anytime man.","کُنہِ تہِ وِز۔","conversation"
"Let me know if you need any more information.","مےٚ ؤنۍ زِ اگر ژےٚ مزید زانکٲری آسی ضروٗرت۔","conversation"
"Take care.","پنُن خیال تھو۔","conversation"
"Good morning class.","گُڈ مارننگ ، بچو!۔","conversation"
"Everyone, please take your seats.","بہِو پننہ پننہ جایہ۔","conversation"
"Today we will be talking about voters.","از کرو ٲس ووٹرَن متعلق کتھ۔","conversation"
"We all know that a person who casts his/her vote in an election is called a voter.","اسہِ سارنی چھُ پتہ یُس نفر اِلیکشنس مَنٛز پنُن ووٹ تراوِ، تٔمِس چھِ ووٹر وَنان۔","conversation"
"Now, can anyone tell me about what makes a voter eligible to vote?","وۄنۍ، کیٛا کانٛہہ ہیٚکیاہ کانہہ مےٚ ؤنِتھ أکِس ووٹرَس کیُتھ کیاہ چھُ ووٹ تراون لازمی؟","conversation"
"The person should be eighteen years of age or above.","کانہہ نفر گژھہِ اردہ وُہُر وٲنٛسہِ آسُن یا تمہِ کھۄتہٕ زیٛادٕ۔","conversation"
"Exactly. The Citizenship Act allows all citizens to vote regardless of any discrimination based on caste, religion, gender etc.","بلکُل۔ سٹیزن شپ ایکٹ چھُ تمام شہرِیَن ووٹ تراونُک اِجازَت دِوان ذات، مذہب، جنس بیترِ کِس بُنیادَس پیٹھ کانٛہہ فرق کرنہٕ ورٲے ۔","conversation"
"But they should be 18 years of age or above.","مگر تِم گژھن 18 وُہر وٲنٛسہِ یا تمہِ کھۄتہٕ زیٛادٕ آسٕنۍ۔","conversation"
"Also, the voters are only eligible if they are citizens of India.","بییٚہِ، ووٹر چھِ صرف ووٹ تراونَس قٲبِل ییٚلہِ تِم ہندوستانٕکۍ شہری آسَن۔","conversation"
"One needs to have Indian citizenship if one wants to vote in an Indian election.","یُس اکھا ہندوستٲنی الیکشنَس مَنٛز ووٹ چھُ یژھان تراوُن تٔمِس گژھہِ ہندوستانی شہریت آسٕنۍ۔","conversation"
"What other eligiblity criteria do you know?","اہلیت باپت کیاہ چھُ بیٚیہ معیار؟","conversation"
"Their name should be on the electoral roll.","تہنٛد ناو گژھہِ ووٹر لسٹس پیٹھ آسُن۔","conversation"
"Correct. The names of all the people who are eligible to vote will be present in the electoral roll.","ٹھیٖکھ۔ ووٹ تراونٕچ اہلیت والین تمام لوکن ہُنٛد ناو گژھِ ووٹر لسٹس پیٹھ موجود آسُن۔","conversation"
"You should add your name to the roll to be able to vote.","ووٹ تراونہٕ خٲطرٕ پزِ تۄہہ پنُن ناو لسٹس مَنٛز شٲمِل کرناوُن۔","conversation"
"You should be an ordinary resident of the part/polling area of the constituency where you want to be enrolled.","تُہۍ گژھو امہِ حصکۍ/پولنگ حلقٕکۍ عام روزَن وٲلۍ آسٕنۍیتین تُہۍ پنُن ناو چھِو یژھان شامل کرٕنۍ۔","conversation"
"Ma'am, I heard that if you enroll at a particular place, you can only vote at that place?","میم! مےٚ چھُ بوٗزمُت زِ اگر تُہۍ کُنہِ جایہِ ناوزد گٔژھِو، تُہۍ ہیٚکِو صِرف تٔتھۍ جایہِ ووٹ ترٲوِتھ۔","conversation"
"Yes, enrollment is possible only at one place.","آ، شمولہ باپت چھِ صرف أکۍسٕے جایہِ پیٹھ مُمکِن۔","conversation"
"So, if you enroll as a voter at your constituency, wherever you are, you need to come to your constituency to cast a vote.","لہاذا، اگر تُہۍ پننِس حلقس مَنٛز شامل گٔژھِو، یتہِ تُہۍ چھِو، تۄہہِ چھُو ووٹ تراونہٕ باپت پننِس حلقس مَنٛز یُن۔","conversation"
"You won't be an eligible voter at any other booths.","تُہۍ آسِو نہٕ باقٕے بوتھَن پیٹھ ووٹ تراونَس اہل۔","conversation"
"Do differently-abled people have special privileges to caste vote?","خاص زمرٕ کین لوکَن چھا ووٹ تراونہٕ باپت خصوصی مراعات؟","conversation"
"They are registered as voters with disablities.","خصوٗصی زمرٕ ووٹرن تحت چھُ تہنٛد اندراج۔","conversation"
"As for privilege, they don't have to stand in queues while in the polling booth.","مراعات مطٲبِق چھُنہٕ تِمَن پبلنٛگ بوتھس پیٹھ لٲنہِ مَنٛز کھڑا روزُن۔","conversation"
"But, a person with unsound mind will be exempted from voting.","مگر، دمٲغی طور ناخیز نفر ییہِ ووٹ تراونہٕ نِشہ دوٗر تھونہٕ۔","conversation"
"Oh, are there other people who are not eligible to vote?","اوہ، بییٚہِ چھاہ کینٛہہ لوکھ یِم نہٕ ووٹ تراونَس اہل چھِ؟","conversation"
"Yes. In India, according to the Representation of the People Act, 1951 of the Indian Constitution, all convicted prisoners are disqualified from voting.","آ، ہندوستانَس مَنٛز، ہندوستانی آئینٕک عوٲمی نمائندگی ایکٹ، 1951 ہَس مُطٲبق، سزا یافت قیدۍ چھِ نہٕ ووٹ تراونَس اہل۔","conversation"
"That includes prisoners on parole and detained prisoners.","اتھ مَنٛز چھِ پیرولَس پیٹھ تراونہ آمتۍقیدۍ تہٕ زیر حراست قیڈی شٲمِل۔","conversation"
"The same goes for people who hold another country's citizenship.","یِم لوکھ باقی ملکَن ہِنٛد شہری چھِ تِمَن پیٹھ تہ چھُ یہے قانون۔","conversation"
"India does not recognise multiple citizenships.","ہندوستان چھُنہٕ کثیر شہریتس تسلیم کران۔","conversation"
"So, if you posses another country's citizenship, you lose your Indian citizenship and your right to vote.","لہاذا، اگر تۄہہِ کُنہِ بییٚہِ ملکٕچ شہریت چھِ، تہٕ تُہۍ چھِو پنٕنۍ ہندوستٲنۍ شہریت تہٕ ووٹ تراونُک حق راوراوان۔","conversation"
"We didn't know that ma'am.","میم۔ اسہِ اوس نہ یہ پَے۔","conversation"
"You also need to have a valid Voter's ID, right ma'am?","تۄہہِ گژھہِ اکھ جایز ووٹر آیی ڈی تہِ آسُن۔ پوٚز چھا میم؟","conversation"
"Yes, yes. You need a valid Voter's ID.","آ، آ۔ تۄہہِ گژھِ جایز ووٹر ID آسُن ۔","conversation"
"Then only your name will be enrolled on the electoral roll.","ادَے ہیٚکہ تہنٛد ناو ووٹر لسٹس منز شامل سپدِتھ۔","conversation"
"You can have the Voter's ID by registering online, or at a service centre with appropriate documents.","تُہۍ ہیٚکِو ووٹر آیی ڈی آن لایِن، یا سروِس سینٹرس پیٹھ مُنٲسِب دستاویز دِتھ حٲصِل کٔرِتھ۔","conversation"
"This will be all for today.","یہِ گوٚو از خٲطرٕ کٲفی۔","conversation"
"Talk with your families about their experiences as voters for the next day.","پننین گرکین بٲژن تہندین ووٹر ببنکس تجربس متعلق پرژھُن پگاہ باپت۔","conversation"
"Yes ma'am, thank you.","آ۔ شکریہ میم!","conversation"
"Hello, I'm here to issue a PAN Card.","دوٚپمو، بہ چھُس آمُت PAN کارڈ جٲری کرنہِ۔","conversation"
"Is it for yourself?","تۄہہِ چھُوٕ یہِ پانَس کیُتھ؟","conversation"
"For me and my daughter actually.","در اصل، میانیہ کورِ کیُتھ۔","conversation"
"But, my daughter has British citizenship.","مگر، میانہِ کورِ چھِ برطانوی سٹیزنشِپ۔","conversation"
"Oh, that is alright.","اوہ! ٹھیٖک چھُ۔","conversation"
"Can you list the documents we shall need to produce?","کیٛاہ تُہۍ ہیکوٕ مےٚ ڈاکمنٹَن ہُند لسٹ دِتھ، یِم اَسہِ ضرورت پیٛن امہ باپت؟","conversation"
"Let's start with your PAN Card.","گۄڈٕ کرو أس تُہنٛدِ پین کارڈ سۭتۍ شروٗع۔","conversation"
"I assume you're Indian?","مےٚ چھُ باسان تُہۍ چھِو ہندوستٲنۍ؟","conversation"
"Yes, that is correct.","اَہَن ہٕز، یہِ چھُ صحیح۔","conversation"
"For you, ma'am, we'll be needing three documents.","محترمہ، تۄہہِ پٮیٛن اَسہِ ترٛےٚ ڈاکمینٹ ضرورت۔","conversation"
"A proof of identity, a proof of address and a proof of your date of birth.","شناختُک ثبوت، پتہ ہُک ثبوت تہٕ تُہندِ زاہ دُہُک ثبوت۔","conversation"
"Which documents will be taken as proof of each?","کم ہِوۍ ڈاکمینٹ یِن یِمَن سارنٕے ہُنٛد ثبوت ماننہ؟","conversation"
"For identity, you can produce a copy of your Aadhar Card, or your voter ID or your passport.","شناخت باپت ہیکِو تُہۍ پننہِ آدھا کارڈ یا ووٹر آیی ڈی یا پاسپورٹٕچ کاپی پیش کٔرِتھ۔","conversation"
"You can also go for a copy of your ration card, and a few other documents that are listed on a form I'll give you.","تُہۍ ہیکِو پننہِ راشَن کارڈٕچ کاپی تہِ دِتھ، تہٕ باقی کینٛہہ ڈاکمنیٹَن ہُنٛد لسٹ دِمو بہٕ تۄہہِ، یِم فارمَس پیٹھ دِتھ چھِ ۔","conversation"
"Whatever it is, it must have your picture.","یہِ تہِ آسہِ، تَتھ پیٹھ گژھِ تُہنٛد فوٹو آسُن۔","conversation"
"Have I made that clear?","توٚروٕ فکرِ؟","conversation"
"Yes, sir, you did.","اہَن حض جناب۔","conversation"
"For proof of address, any bill that's not more than three months old will do.","پتہ ہُک ثبوت باپت ہیکِو تُہۍ دِتھ کانٛہہ تہِ بِل یۄسٕہ ترٛیو ہفتَو کھۄتہٕ پرٲنۍ آسہِ نہٕ۔","conversation"
"By bill I mean landline bill, or an electricity bill, or water bill.","بِلہِ ہُنٛد مطلب چھُ لینڈ لایِن بِل،یا پاور بِل، یا آبٕچ بِل","conversation"
"They're listed in the form.","یِم چھِ فارمَس منٛز دِتھ۔","conversation"
"Or, you can produce a copy of your post office passbook, or passport.","یا تُہۍ ہیکِو پنُن پوسٹ آفس پاس بُک، یا پاسپورٹ پیش کٔرِتھ۔","conversation"
"Again, whatever it is, it should have your address.","بیٚیہِ یہِ تہِ آسہِ، اَتھ پیٹھ گوٚژھ پتہ آسُن۔","conversation"
"You get the picture.","تۄہہِ آوا سمٕجھ۔","conversation"
"I do, and what about the date of birth?","مےٚ آو، تہٕ زاہ دۄہ تٲریخَس مُتعلِق کیٛاہ؟","conversation"
"A birth certificate or a passport will do.","زاہ دۄہٕچ سرٹیفکیٹ یا پاسپورٹ چَلہِ۔","conversation"
"Now, for your daughter, she will have to produce two documents.","وۄنۍ، تُہنٛذِ کورِ خٲطرٕ، تٔمِس چھِ زٕ ڈاکمینٹ پیش کرٕنۍ۔","conversation"
"A proof of identity and a proof of address.","شناخت ثبوت تہٕ پتہ ہُک ثبوت۔","conversation"
"A passport will be enough for both.","دۄشوٕنی باپت چَلہِ پاسپورٹ۔","conversation"
"That is a relief.","یہِ چھِ اکھ راحت۔","conversation"
"Here is the list.","یکیٛاہ چھُ لسٹہٕ۔","conversation"
"You'll find all the documents listed.","اَتھ منٛز میلہِ تۄہہِ سارنٕے ڈاکمینٹَن ہُنٛد لسٹ۔","conversation"
"How long will it take to deliver the card?","کارڈٕچ فرٲہمی منٛز کوٗتاہ وقت لگہِ؟","conversation"
"At least 15 to 20 working days.","کم از کم 15 پٮ۪ٹھ 20 کامہِ ہِنٛدۍ دۄہ۔","conversation"
"May I come in, sir?","جناب، بہٕ ہیٚکا ینٛدر أژِتھ۔","conversation"
"Yes, please come in.","آ، مہربٲنی أژِو۔","conversation"
"Please take your seat.","مہربٲنی کٔرِتھ بِہِو۔","conversation"
"Tell me, how can I help you?","مےٚ ؤنِو، بہٕ کِتھ کٔنۍ ہیٚکہٕ تۄہہِ مدد کٔرِتھ۔","conversation"
"Sir, I have come from Hope NGO.","جناب، بہٕ چھُس ہوپ این جی او پیٹھہٕ آمٗت ۔","conversation"
"We are running a few schools for the underpreviledged.","أسۍ چھِ سفید پوشن خٲطرٕ کینٛہہ سکوٗل چلاوان ۔","conversation"
"We have 3 schools in the slum areas.","اسہِ چھِ گندٕ علاقَن مَنٛز 3 سکوٗل۔","conversation"
"That's really impressive!","یہِ چھُ پٔز پٲٹھہِ مُتٲثر کُن۔","conversation"
"I must say, it is really a great initiative.","بہٕ ونہٕ ، یہِ چھُ پٔزِ پٲٹھہِ اکھ واریٚاہ اصٕل قدم۔","conversation"
"So, what can I help you with?","لہاذا، بہٕ کیٛا مدد ہیٚکہو تۄہہِ کٔرِتھ۔","conversation"
"Sir, I want some information about your office.","جناب، مےٚ گژھہِ تہنٛدِس دفترَس متعلق کینٛہہ زانٛکٲری۔","conversation"
"As you know our students are from labour family.","یتھ کٔنہِ زَن تۄہہِ پتہ چھِ سٲنہِ طالب علِم چھِ مزوُر گھرن ہندِ ۔","conversation"
"I want to know if there is any work opportunity for our 10th grade students.","بہٕ چھُس یژھان زانُن زِ سانٮ۪ن 10 ہِمہ جمٲژ ہندین طالب علمَن خٲطرٕ چھا کانٛہہ کامہِ ہُنٛد موقعہٕ۔","conversation"
"Yes, tell me what do you want to know?","آ، مےٚ وَن ژٕ کیٛا چھُکھ زانُن یژھان ۔","conversation"
"That's really a good thought.","یہِ چھِ پٔزۍ پٲٹھہِ اکھ اصٕل خیال ۔","conversation"
"But, will they work while studying?","مگر، تِم کرنا پرنَس دوران کٲم؟","conversation"
"No sir, they will not.","نہ جناب، تِم کَرَن نہٕ۔","conversation"
"They will complete their 10th-grade exam next month.","تِم كرن تِہٗنٛد 10ہِمہ ہُنٛد امتِحان بییٚہِ رٮ۪تہٕ مٗكمل ۔","conversation"
"So, after the exam, we want them to be engaged somewhere so that they can start earning.","لہازا،أسہِ چھِ یژھان امتِحان پتہٕ تِم کُنہِ جایہِ آوِرِ تھاوٕنہِ تاکہِ تِم کرن اوزكہٕ زینُن شروع۔","conversation"
"They will also learn about discipline, team work, etc.","تِم ہیٚچھِن نظم نسخس تہٕ رلِتھ كٲم كرنس بیترِ مٗتعلق تہِ ۔","conversation"
"Oh, okay! That can be done.","او، اچھا! سۄ ہیٚکو کٔرِتھ۔","conversation"
"That will be good for them as well.","سۄ روزِ تہنٛدِ خٲطرٕ تہِ ٹھیٖک۔","conversation"
"They will be able to learn different things.","تِم گژھن مٗختلِف چیز ہیچھنس اہل ۔","conversation"
"Yes, sir, we don't want them to go back to the slum environment.","آ، جناب، اسۍ چھِنہِ یژھان زِ تِم گژھنگندٕ بستی ہندِس ماحولَس مَنٛز واپس۔","conversation"
"If they start working in some office, they will be introduced to the work culture.","اگر تِم کُنہِ دفترس مَنٛز کٲم کَرٕنہِ شروع کرن، تِم گژھن کٲم کرنہٕ کِس ماحولس سۭتہِ متعٲرف ۔","conversation"
"Yes, that will be a boost up for them.","آ، امہِ سۭتۍ بڑِ تِمَن ہیٚمَت۔","conversation"
"I will check if I can engage a few of them in my packaging unit.","بہٕ وُچھِ اگر بہٕ تِمو مَنٛز کینٛہہ پننہِ پیكیجِنگ اِكٲیی منز آورتھ ہیككھ۔","conversation"
"Thank you so much for your assurance.","تہنٛزِ یقیٖن دہٲنی خٲطرٕ سیٹھاہ شکریہ۔","conversation"
"I will bring a few of them once the exam is over.","امتِحان مۄکلنہٕ پتہٕ اَنکھ بہٕ تِمو مَنٛز کینٛہہ۔","conversation"
"Thank you once again for your helping mind.","بییٚہِ اکہِ لٹہِ چھُس بہٕ تہنٛدِ امدٲدی سونٛچُک شکُر گزار۔","conversation"
"This litti is reminding me of idli.","یہِ لِٹی چھِ مےٚ اِڈلی یاد یاوناوان۔","conversation"
"The two are largely different but the shape is reminding me of it.","دۄشوٕے چھِ واریٛاہ مُختٔلِف مگر شکٕل چھِ مےٚ امیِچ یاد پاوناوان ۔","conversation"
"Yeah, it is a Bihari staple.","آ، یہِ چھُ خاص بہارِِِ پٲداوار ۔","conversation"
"The side dish is called Chokha.","اتھ سٕتہِ ضِیافتس چھِ چوکھا ونان۔","conversation"
"Litti are mainly made of wheat while the Chokha is made of brinjals and tomatoes.","لیٹی چھِ زیادٕتر كٕنكس بناونہٕ یوان ییلہِ زن چوکھا وانٛگنو تہٕ ٹماٹرو سۭتہ، بناونہٕ یوان چھٗ ۔","conversation"
"What oil do they use in this?","تِم کُس تیٖل چھِ اَتھ منٛز استعمال کران؟","conversation"
"It seems different from Kerala cuisine.","یہِ چھُ کیرالہ کِہِ ضِیافت نِش مُختٔلِف باسان۔","conversation"
"Mustard oil is used in the Chokha typically.","عام طور چھِ چوکھاہَس منٛزتیٖلہٕ گۄگُل تیٖل استعمال کران۔","conversation"
"Mustard oil is used in all dishes of Bihari cuisine.","تیٖلہٕ گۄگُل تیٖل چھٗ سارنٕیہ بِہارِ ضیافتن منز استعمال سپدان ۔","conversation"
"What is the dish in front of you?","تۄہہِ برٛونٛہہ کَنہِ كو٘سہٕ ضِیافت چھِ ؟","conversation"
"It's called puttu and we normally eat it with black chickpeas.","اَتھ چھِ پٗٹوُ ونان تہٕ أسہِ چھِ یہِ عام طور کرٛہنِس چنَس سۭتہِ کھٮ۪وان۔","conversation"
"There are various kinds of it, but the one I ordered is made of rice powder.","امیِکہِ چھِ واریٛاہ قسٕم، مگر یُس اکھ مےٚ آرڈر کوٚر یہِ چھُ توملہٕ آٹہِ سۭتہِ بنٲوِتھ ۔","conversation"
"Oh, is the black chickpea side dish spicy?","اوہ ، کیٛاہ کرٛہُن چنچہِ سٕتہِ ض،یافت چھا مسالہٕ دار ؟","conversation"
"I haven't heard of puttu before.","مےٚ چھُنہٕ برٛونٛہہ پٗٹوُہس مٗتعلق بوُزمٗت ۔","conversation"
"Is that coconut sprinkled on top of it?","کیٛاہ ہُہ چھا اَتھ پٮ۪ٹھٕ کھوُپرٕ ترٲوِتھ؟","conversation"
"Yes, coconut is commonly used in a lot of dishes in Kerala.","آ، کھوٗپرٕ چھُ عام طور کیرالہ ہس منٛز واریٛاہَن ضِیافتن منز استعمال سپدان ۔","conversation"
"Spice is also abundant in them so most dishes have a high spice content.","تِمَن منٛز چھُ مسالہٕ تہٕ واریٛاہ آسان، اسلیے چھُ زیادٕتر ضِیافتن منٛز مسالہٕ ژو٘رٗیہ آسان۔","conversation"
"Is litti your favorite dish?","کیٛاہ لِٹی چھا تُہنٛز پسنٛدیٖدٕ ضِیافت ؟","conversation"
"Litti is one of my favorites.","لِٹی چھِِ میانٮ۪و پسنٛدیٖدٕض،یافتو٘ منٛز اکھ ۔","conversation"
"My favourite Bihari dish is the Sattu ka Paratha.","میون پسنٛدیٖدٕ بہارِ ضیافت چھِ ستوُ کا پرانٹھا ۔","conversation"
"It looks like an Indian taco.","یہِ چھُ ہندوستٲنہِ ٹیکو ہیوٗ باسان۔","conversation"
"I've never heard of that, but is it very healthy?","مےٚ چھُنہٕ زانٛہہ امیُک بوٗزمُت، مگر کیٛاہ یہِ چھےٚ واریٛاہ ہٮ۪لدی؟","conversation"
"Oh yes! It is a very healthy dish.","آ! یہِ چھُ واریٛاہ صحت افضا کھٮ۪ن۔","conversation"
"It is made of chickpea flour and other herbs.","یہِ چھُ چنہٕ آٹہِ تہٕ باقٮ۪و جڑی بوٗٹیو سۭتہِ بناونہٕ یِوان۔","conversation"
"It also has a very tangy flavour, which is why it is my favorite.","اَتھ چھُ واریٛاہ ژو٘ك مَزٕ تہِ آسان، اَمی مۄکھٕ چھُ مےٚ یہِ پسنٛد ۔","conversation"
"What about you, which is your favorite dish in Kerala cuisine?","ژٕ وَن پانَس مُتعلِق، ژَے٘ كیاہ چھٗیہ چھیہ كیرل چو٘ ضِیافتو٘ منزٕ پسند ۔","conversation"
"Appam and stew is my favorite.","اپم تہٕ شوربہٕ چھُ مےٚ پسنٛد ۔","conversation"
